Latitude,Longitude,Precision,Site,District,State,Year,Field,Dated,Investigator,Institute,Notes,Reference
15.458924,75.007808,3,Tallihalli,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Kadarmandalgi,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Tadao,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.054167,75.299672,3,Madapur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Bidarkatti,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Sidenur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Chinnikatti,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Kerwadi,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Udagatti,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Handignur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Sangur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Hosritti,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Haralhalli,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Kanchargatti,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Kolur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Narasipur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.125801,75.12389,3,Tadas,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.345587,75.103089,3,Anur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Motibennur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Belkeri,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.392214,75.077346,9,Kummur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Honatti,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.002301,75.15016,3,Yattinhalli,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Gudgur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Kudrihal,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.458924,75.007808,3,Hildahalli,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
15.529449,74.909916,3,Belur,Dharwar,Karnataka,1958,Exploration,?,Survey,Survey,Implements; pottery,IAR 1959: 32
13.737886,75.368909,3,Kaveri,Mysore,Karnataka,1958,Exploration,?,Survey,Survey,Pottery,IAR 1959: 32
12.309318,76.689431,5,Kapila,Mysore,Karnataka,1958,Exploration,?,Survey,Survey,Pottery,IAR 1959: 32
11.899774,77.715162,3,Kaveripuram,Mysore,Karnataka,1958,Exploration,?,Survey,Survey,Pottery,IAR 1959: 32
12.3023,76.692345,5,T. Narasipur,Mysore,Karnataka,1958,Excavation,?,State,Government of Mysore,Stone axes; Neolithic pottery; megalithic pottery; includes plates,IAR 1959: 32
20.655784,86.342746,3,Ratnagiri,Cuttack,Orissa,1958,Excavation,?,Survey,Survey,Monasteries; bronze objects; includes plates,IAR 1959: 33-36
20.667183,86.081631,3,Harichandanpur,Dhenkanal,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 36
20.650346,85.597222,3,Kaniha,Dhenkanal,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 36
22.064992,85.666605,3,Champua,Kendujhar,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
21.628933,85.581685,3,Ramla,Kendujhar,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
22.169653,86.603777,3,Kandalia,Mayurbhanj,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
21.62883,85.899811,3,Patna,Kendujhar,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
21.152842,86.278069,3,Jagannathpur,Kendujhar,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
22.401522,86.083629,3,Bahalda,Mayurbhanj,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
22.270932,86.170089,3,Rairangpur,Mayurbhanj,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
21.628933,85.581685,3,Udaipur,Kendujhar,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
21.628933,85.581685,3,Ramla,Kendujhar,Orissa,1958,Exploration,?,University,Deccan College,Tools,IAR 1959: 36-38
22.008698,86.418731,3,Baidyapur,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.011473,86.693839,3,Kuchai,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.008698,86.418731,3,Amsikra,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.008698,86.418731,3,Silipunji,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
21.623812,86.663627,3,Jaipur,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.008698,86.418731,3,Patwa,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.008698,86.418731,3,Bonaikala,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.008698,86.418731,3,Danguapasi,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.008698,86.418731,3,Chiadah,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.080632,86.236548,3,Bara Manda,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.008698,86.418731,3,Radiabindha,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
21.797304,86.703906,3,Pratappur,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
21.807806,86.714934,3,Haripur,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
22.234978,86.035113,3,Madhupur,Mayurbhanj,Orissa,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 38
19.536164,85.246372,3,Udayagiri,Puri,Orissa,1958,Excavation,?,Survey,Survey,Structures; inscriptions; pottery; includes sketch plan,IAR 1959: 38-40
31.514318,75.911483,3,Una Tahsil,Hoshiarpur,Punjab,1958,Exploration,?,State,Council of Scientific and Industrial Research,Siwaliks survey,IAR 1959: 40-41
26.001335,73.002153,3,Luni,Jodhpur,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.806656,73.331043,3,Singari,Marwar,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.806656,73.331043,3,Pali,Marwar,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
26.452812,74.383672,3,Govindgarh,Ajmer,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.188185,74.626868,3,Hamirgarh,Bhilwara,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.321377,74.586953,3,Surubganj,Bhilwara,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.261647,74.638579,3,Mandpia,Bhilwara,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.260062,75.01,3,Bigod,Bhilwara,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.624435,75.277072,3,Jahazpur,Bhilwara,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.758218,75.381816,3,Deoli,Tonk,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.881975,75.556054,3,Banthali,Tonk,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.996103,75.679984,3,Mahuwa,Tonk,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
26.16204,75.789472,3,Tonk,Tonk,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
24.891618,74.641795,5,Chitor,Chittorgarh,Rajasthan,1958,Exploration,?,University,Deccan College,Series I tools; includes maps,IAR 1959: 41-45
25.816373,72.583074,3,Samdari,Bharmer,Rajasthan,1958,Exploration,?,University,Deccan College,Series II tools; includes map,IAR 1959: 41-45
26.039976,73.037576,3,Shikarpura,Jodhpur,Rajasthan,1958,Exploration,?,University,Deccan College,Series II tools; includes map,IAR 1959: 41-45
26.22239,73.609466,3,Bhawi,Jodhpur,Rajasthan,1958,Exploration,?,University,Deccan College,Series II tools; includes map,IAR 1959: 41-45
26.238947,73.024309,3,Pickak,Jodhpur,Rajasthan,1958,Exploration,?,University,Deccan College,Series II tools; includes map,IAR 1959: 41-45
25.806656,73.331043,3,Bhandei,Marwar,Rajasthan,1958,Exploration,?,University,Deccan College,Series II tools; includes map,IAR 1959: 41-45
25.806656,73.331043,3,Danawasni,Marwar,Rajasthan,1958,Exploration,?,University,Deccan College,Series II tools; includes map,IAR 1959: 41-45
25.928089,73.659401,5,Sojet,Marwar,Rajasthan,1958,Exploration,?,University,Deccan College,Series II tools; includes map,IAR 1959: 41-45
25.806656,73.331043,3,Dhaneri,Marwar,Rajasthan,1958,Exploration,?,University,Deccan College,Series II tools; includes map,IAR 1959: 41-45
26.987876,75.163294,3,Chosla,Ajmer,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.800067,75.326642,3,Khejri,Ajmer,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.807414,75.056004,3,Kadera,Ajmer,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.449895,74.639916,3,Samelia,Ajmer,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.293473,74.316221,3,Amli,Bhilwara,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.651931,75.207064,3,Bihara,Bhilwara,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.39756,74.900416,3,Kotri,Bhilwara,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.644624,75.18976,3,Pander,Bhilwara,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.902271,74.688128,3,Hurra,Bhilwara,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.377706,75.099075,3,Jalkakhera,Bhilwara,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.434833,74.664928,3,Lacchmipura,Bhilwara,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.321377,74.586953,3,Sekarpura,Bhilwara,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.912434,75.787271,3,Agtari,Jaipur,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.884478,75.812754,5,Gondi,Jaipur,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.103265,75.693532,3,Aminpura,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.881975,75.556054,3,Banthali,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.214956,75.626628,3,Naner,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.16204,75.789472,3,Ram-kishanpur,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.16204,75.789472,3,Baithola,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.002056,75.664447,3,Bharni,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.16204,75.789472,3,Chokri,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.16204,75.789472,3,Sundela,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
25.943146,75.827248,3,Deopura,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
26.171098,75.649903,3,Lank,Tonk,Rajasthan,1958,Exploration,?,Survey,Survey,microliths; pottery,IAR 1959: 45-46
24.891618,74.641795,5,Chitor Fort,Chittorgarh,Rajasthan,1958,Excavation,?,Survey,Survey,"Shrines; ""sati-stones""",IAR 1959: 46
25.435801,81.846311,3,Kausambi,Allahabad,Uttar Pradesh,1958,Excavation,?,University,University of Allahabad,pottery; structures,IAR 1959: 46-47
27.570838,81.598025,3,Sravasti,Bahraich,Uttar Pradesh,1958,Excavation,?,Survey,Survey,pottery; structures,IAR 1959: 47-50
28.815872,77.883888,3,Alamgirpur,Meerut,Uttar Pradesh,1958,Excavation,?,Survey,Survey,pottery; beads; ,IAR 1959: 50-55
22.678213,88.693067,5,Chandraketugarh,24 Parganas,West Bengal,1958,Excavation,?,University,University of Calcutta,structures; culture-history,IAR 1959: 55-56
17.6334643,78.4730003,3,Koisaram,Hyderabad,Andhra Pradesh,1958,Exploration,?,Survey,Survey,stone circles,IAR 1959: 68
18.338663,84.121084,3,Kalingapatam,Srikakulam,Andhra Pradesh,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 68
16.760899,81.166481,3,Denduluru,West Godavari,Andhra Pradesh,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 68
25.243213,86.934867,3,Nathnagar,Bhagalpur,Bihar,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 68
25.740541,84.824858,3,Cherand,Saran,Bihar,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 68
26.994821,84.398881,3,Lauriya-Nandangarh,Champaran,Bihar,1958,Exploration,?,Survey,Survey,ruins of stupas,IAR 1959: 68
26.111868,85.896004,3,Saterh-Lakshmipur,Darbhanga,Bihar,1958,Exploration,?,Survey,Survey,ruins of stupas,IAR 1959: 68
25.374756,86.473525,3,Jaimangalagarh,Munger,Bihar,1958,Exploration,?,Survey,Survey,ruins of stupas,IAR 1959: 68
19.849256,75.886151,5,Bhokardhan,Aurangabad,Maharashtra,1958,Exploration,?,Survey,Survey,"pottery, sherds ""with Roman affinities""",IAR 1959: 68
19.876165,75.343314,3,Pitalkhora,Aurangabad,Maharashtra,1958,Exploration,?,Survey,Survey,stupas,IAR 1959: 69
24.285062,72.064593,3,Rampura,Banaskantha,Gujarat,1958,Exploration,?,Survey,Survey,Along Banas; tools,IAR 1959: 69
21.689735,72.973238,3,Vejalpur,Broach,Gujarat,1958,Exploration,?,Survey,Survey,pottery; microliths,IAR 1959: 69
20.403718,74.958505,3,Chitegaon,Jalgaon,Maharashtra,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 69
20.890804,76.090314,3,Nimkhed,Jalgaon,Maharashtra,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 69
24.597349,76.160984,3,Sayla Taluk,Jhalawar,Rajasthan,1958,Exploration,?,Survey,Survey,chalcedony; jasper tools,IAR 1959: 69
23.020016,73.070042,3,Kapadvanj,Kaira,Maharashtra,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 69
22.303895,70.80216,3,Thoriali,Rajkot,Gujarat,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 69
21.864969,70.151947,3,Moti Paneli,Rajkot,Gujarat,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 69
22.303895,70.80216,3,Ramnod,Rajkot,Gujarat,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 69
22.040279,71.112519,3,Virnagar,Rajkot,Gujarat,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 70
21.771003,70.709041,3,Khambhalida,Rajkot,Gujarat,1958,Exploration,?,Survey,Survey,stupa,IAR 1959: 70
21.739817,70.449142,3,Dhoraji,Rajkot,Gujarat,1958,Exploration,?,Survey,Survey,paintings,IAR 1959: 70
19.997453,73.789802,3,Katarpada,Nashik,Maharashtra,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 70
22.404492,73.457797,3,Pavagadh,Panchmahals,Gujarat,1958,Exploration,?,Survey,Survey,microliths,IAR 1959: 70
22.77354,73.632573,5,Dohad,Panchmahals,Gujarat,1958,Exploration,?,Survey,Survey,temple,IAR 1959: 70
23.471226,72.789969,5,Roda,Sabarkantha,Gujarat,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 70
21.468982,70.370291,3,Uparkot,Sorath,Gujarat,1958,Exploration,?,Survey,Survey,pottery; structures,IAR 1959: 70-71
21.267554,72.960857,3,Kamrej,Surat,Maharashtra,1958,Exploration,?,Survey,Survey,pottery; coins,IAR 1959: 71
18.50844802,73.79222218,,Mohida-tarf,Khandesh,Maharashtra,1958,Exploration,?,Survey,Survey,Jaina caves; images,IAR 1959: 71
28.613939,77.209021,3,Rohtak,Delhi,Delhi,1958,Exploration,?,Survey,Survey,Image of Vishnu,IAR 1959: 71
11.173995,77.26877,5,Palladam Taluk,Coimbatore,Tamil Nadu,1958,Exploration,?,Survey,Survey,Cairn circles,IAR 1959: 71
9.925201,78.119775,3,Gopalasamiparambu,Madurai,Tamil Nadu,1958,Exploration,?,Survey,Survey,Urn burials,IAR 1959: 71
11.776462,79.636175,3,Perumalnaickenpalayam,Cuddalore,Tamil Nadu,1958,Exploration,?,Survey,Survey,Megalithic burials,IAR 1959: 71
21.968033,85.599793,3,Parsora,Bhilsa,Madhya Pradesh,1958,Exploration,?,Survey,Survey,"Monuments, images; Gupta period",IAR 1959: 71
22.079625,82.139141,3,Nandaur Khurd,Bilaspur,Chhattisgarh,1958,Exploration,?,Survey,Survey,Buddha image,IAR 1959: 72
22.601292,75.302465,3,Piploda,Dhar,Madhya Pradesh,1958,Exploration,?,Survey,Survey,Rock cut sculptures,IAR 1959: 72
26.218287,78.182831,3,Gwalior,Gwalior,Madhya Pradesh,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 72
23.13059,79.802357,3,Bheraghat,Jabalpur,Madhya Pradesh,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 72
23.109969,79.927665,3,Gwarighat,Jabalpur,Madhya Pradesh,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 72
23.181467,79.986407,3,Jabalpur,Jabalpur,Madhya Pradesh,1958,Exploration,?,Survey,Survey,Tools,IAR 1959: 72
23.181467,79.986407,3,Khama,Jabalpur,Madhya Pradesh,1958,Exploration,?,Survey,Survey,Garuda pillar,IAR 1959: 72
24.076836,75.069295,3,Takshakeswar,Mandasor,Madhya Pradesh,1958,Exploration,?,Survey,Survey,"Rock shelters with paintings; on behalf of Bharati Kala Bhawan, Ujjain; Chambal Valley to be submerged in 1960 for dam",IAR 1959: 72
24.076836,75.069295,3,Kedareswar,Mandasor,Madhya Pradesh,1958,Exploration,?,Survey,Survey,"Rock shelters with paintings; on behalf of Bharati Kala Bhawan, Ujjain; Chambal Valley to be submerged in 1960 for dam",IAR 1959: 72
24.076836,75.069295,3,Indragarh,Mandasor,Madhya Pradesh,1958,Exploration,?,Survey,Survey,"Rock shelters with paintings; on behalf of Bharati Kala Bhawan, Ujjain; Chambal Valley to be submerged in 1960 for dam",IAR 1959: 72
21.902544,75.205241,3,Barwani,Khargone,Madhya Pradesh,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 72
21.8227,75.456584,3,Un,Khargone,Madhya Pradesh,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 72
23.639891,79.065495,3,Raheli,Sagar,Madhya Pradesh,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 72
23.838805,78.737807,3,Nariavli,Sagar,Madhya Pradesh,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 72
23.838805,78.737807,3,Chandala Bhata,Sagar,Madhya Pradesh,1958,Exploration,?,Survey,Survey,rock paintings,IAR 1959: 72
24.022307,78.173544,3,Piparia,Sagar,Madhya Pradesh,1958,Exploration,?,Survey,Survey,temple,IAR 1959: 72
17.91488,77.50461,3,Jalasangyi,Bidar,Karnataka,1958,Exploration,?,Survey,Survey,temple and sculptures,IAR 1959: 72
13.92993,75.568101,3,Shimoga,Shimoga,Karnataka,1958,Exploration,?,Survey,Survey,Jaina sculptures,IAR 1959: 73
20.534567,86.308515,3,Chasakhanda,Cuttack,Orissa,1958,Exploration,?,Survey,Survey,Jaina sculptures,IAR 1959: 73
20.506926,85.923047,5,Fakirpur,Cuttack,Orissa,1958,Exploration,?,Survey,Survey,Buddhist images,IAR 1959: 73
20.462521,85.88299,3,Bancho,Cuttack,Orissa,1958,Exploration,?,Survey,Survey,Buddhist images,IAR 1959: 73
20.462521,85.88299,3,Baunsagada,Cuttack,Orissa,1958,Exploration,?,Survey,Survey,Buddhist images,IAR 1959: 73
20.462521,85.88299,3,Baula Hill,Cuttack,Orissa,1958,Exploration,?,Survey,Survey,Buddhist images,IAR 1959: 73
21.520123,85.764101,3,Danguapasi,Kendujhar,Orissa,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 73
18.813487,82.712333,3,Sunghli,Koraput,Orissa,1958,Exploration,?,Survey,Survey,temple,IAR 1959: 73
19.536164,85.246372,3,Udayagiri,Puri,Orissa,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 73
19.813382,85.831465,3,Barapari,Puri,Orissa,1958,Exploration,?,Survey,Survey,"tank, temple, boundary pillar",IAR 1959: 73
30.045359,74.716149,3,Faridkot,Bhatinda,Punjab,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 73
26.472486,74.470147,3,Nand,Ajmer,Rajasthan,1958,Exploration,?,Survey,Survey,reliefs,IAR 1959: 73
27.204763,77.557643,3,Noh,Bharatpur,Rajasthan,1958,Exploration,?,Survey,Survey,reliefs,IAR 1959: 73
26.009727,71.366108,3,Barka,Barmer,Rajasthan,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 74
25.636886,71.228023,3,Juna,Barmer,Rajasthan,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 74-75
26.912434,75.787271,3,Rairh,Jaipur,Rajasthan,1958,Exploration,?,Survey,Survey,tools and pottery,IAR 1959: 74-75
27.588217,76.123298,3,Jodhpura,Jaipur,Rajasthan,1958,Exploration,?,Survey,Survey,pottery,IAR 1959: 74-75
24.597349,76.160984,3,Gajraun,Jhalawar,Rajasthan,1958,Exploration,?,Survey,Survey,tolls,IAR 1959: 74-75
26.238947,73.024309,3,Jodhpur,Jodhpur,Rajasthan,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 74-75
26.565651,73.01839,3,Umednagar,Jodhpur,Rajasthan,1958,Exploration,?,Survey,Survey,tools,IAR 1959: 74-75
24.003,73.758082,3,Kalyanpur,Udaipur,Rajasthan,1958,Exploration,?,Survey,Survey,Jaina image,IAR 1959: 74-75
24.587982,73.720755,3,Ahar,Udaipur,Rajasthan,1958,Exploration,?,Survey,Survey,Jaina image,IAR 1959: 74-75
26.678272,78.537691,3,Khera,Agra,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
27.17667,78.008075,3,Sauripur,Agra,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
25.435801,81.846311,3,Mahnydih,Allahabad,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
25.588228,81.842245,3,Diha,Allahabad,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
25.435801,81.846311,3,Uchdiha,Allahabad,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
28.406963,77.849829,3,Bakaura,Bulandshahr,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
27.558751,78.662567,3,Bansa,Etah,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
25.920074,80.809994,3,Bindual,Fatehpur,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
25.920074,80.809994,3,Moraon,Fatehpur,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
25.920074,80.809994,3,Tickar,Fatehpur,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
25.920074,80.809994,3,Kilarman,Fatehpur,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
25.857489,78.875064,3,Deogarh,Jhansi,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
29.90643,79.61593,,Baijnath,Kumaon,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
28.95268,77.4541,,Baleni,Kumaon,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
29.96812,79.06601,,Baigar,Kumaon,Uttar Pradesh,1958,Exploration,?,Survey,Survey,,IAR 1959: 74-75
16.52249,79.240886,3,Nagarjunakonda,Guntur,Andhra Pradesh,1959,Excavation,?,Survey,Survey,Continution of Narajunakonda Excavation Project; includes section and plan drawings,IAR 1960: 5-10
15.885296,78.644129,3,Krishnapuram,Kurnool,Andhra Pradesh,1959,Exploration,?,University,Deccan College,Tools; note terraces at rivers; megaliths at some,IAR 1960: 11
15.828126,78.037279,3,Yeguvacherlopalli,Kurnool,Andhra Pradesh,1959,Exploration,?,University,Deccan College,Tools; note terraces at rivers; megaliths at some,IAR 1960: 11
14.979475,78.276089,3,Gollapalli,Kurnool,Andhra Pradesh,1959,Exploration,?,University,Deccan College,Tools; note terraces at rivers; megaliths at some,IAR 1960: 11
15.828126,78.037279,3,Yerragondapalem,Kurnool,Andhra Pradesh,1959,Exploration,?,University,Deccan College,Tools; note terraces at rivers; megaliths at some,IAR 1960: 11
15.828126,78.037279,3,Malinthapadu,Kurnool,Andhra Pradesh,1959,Exploration,?,University,Deccan College,Tools; note terraces at rivers; megaliths at some,IAR 1960: 11
